movieId,imdbID,Title,Year,Genre,Director,Writer,Actors,Language,Poster,imdbRating,imdbVotes
100579,tt1659343,Universal Soldier: Day of Reckoning,2012,"Action, Horror, Mystery, Sci-Fi, Thriller",John Hyams,"John Hyams (screenplay), Doug Magnuson (screenplay), Jon Greenhalgh (screenplay), John Hyams (story), Moshe Diamant (story), Richard Rothstein (based on characters created by), Christopher Leitch (based on characters created by)","Jean-Claude Van Damme, Dolph Lundgren, Scott Adkins, Mariah Bonner",English,https://m.media-amazon.com/images/M/MV5BMTM3ODMxMDY0MF5BMl5BanBnXkFtZTcwNDc3MTY0OA@@._V1_SX300.jpg,5,18668
100611,tt0765446,Escape from Planet Earth,2013,"Animation, Adventure, Comedy, Family, Sci-Fi",Cal Brunker,"Bob Barlen, Cal Brunker, Stephen Fry (additional writing by), David Javerbaum (additional writing by), Dan Mazer (additional writing by), Tony Leech (based on a story by), Cory Edwards (based on a story by)","Brendan Fraser, Rob Corddry, Ricky Gervais, Jonathan Morgan Heit",English,https://m.media-amazon.com/images/M/MV5BMTQyMTk4NjkyMl5BMl5BanBnXkFtZTcwMzA2OTY4OA@@._V1_SX300.jpg,5.9,23875
100714,tt2209418,Before Midnight,2013,"Drama, Romance",Richard Linklater,"Richard Linklater, Julie Delpy, Ethan Hawke, Richard Linklater (characters), Kim Krizan (characters)","Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick, Jennifer Prior","English, Greek, French",https://m.media-amazon.com/images/M/MV5BMjA5NzgxODE2NF5BMl5BanBnXkFtZTcwNTI1NTI0OQ@@._V1_SX300.jpg,7.9,129912
100737,tt0882977,Snitch,2013,"Action, Drama, Thriller",Ric Roman Waugh,"Justin Haythe, Ric Roman Waugh","Dwayne Johnson, Barry Pepper, Jon Bernthal, Susan Sarandon","English, Spanish",https://m.media-amazon.com/images/M/MV5BNTM4MTYzNjA3Nl5BMl5BanBnXkFtZTcwMzcyNDA5OA@@._V1_SX300.jpg,6.4,80363
100810,tt2387433,Dark Skies,2013,"Horror, Sci-Fi, Thriller",Scott Stewart,Scott Stewart,"Keri Russell, Josh Hamilton, Dakota Goyo, Kadan Rockett",English,https://m.media-amazon.com/images/M/MV5BMTcxNDE1OTgyOF5BMl5BanBnXkFtZTcwMTEyMzMxOQ@@._V1_SX300.jpg,6.3,67298
100843,tt1954701,A Coffee in Berlin,2012,"Comedy, Drama",Jan-Ole Gerster,Jan-Ole Gerster (screenplay),"Tom Schilling, Katharina Schüttler, Justus von Dohnányi, Andreas Schröders","German, English",https://m.media-amazon.com/images/M/MV5BNDgzOTQxNzU1MV5BMl5BanBnXkFtZTgwNzE3MzM4MTE@._V1_SX300.jpg,7.4,14116
100882,tt2017561,Journey to the West,2013,"Action, Adventure, Comedy, Fantasy, Romance","Stephen Chow, Chi-Kin Kwok(co-director)","Stephen Chow, Chi-Kin Kwok, Xin Huo, Yun Wang, Chi Keung Fung, Zhengyu Lu, Sheung-ching Lee, Ivy Kong","Qi Shu, Zhang Wen, Bo Huang, Show Lo",Mandarin,https://m.media-amazon.com/images/M/MV5BMTQzMzUxNzk0NV5BMl5BanBnXkFtZTgwMTEwOTE4MDE@._V1_SX300.jpg,6.8,11106
100906,tt0100107,Maniac Cop 2,1990,"Crime, Horror, Action, Thriller",William Lustig,Larry Cohen,"Robert Davi, Claudia Christian, Michael Lerner, Bruce Campbell",English,https://m.media-amazon.com/images/M/MV5BMjdkMGU0ZjAtMTIzZC00YjlkLWExZjMtOGE4ZjQyMDFmNmZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.9,5438
101025,tt1351685,Jack the Giant Slayer,2013,"Adventure, Fantasy",Bryan Singer,"Darren Lemke (screenplay), Christopher McQuarrie (screenplay), Dan Studney (screenplay), Darren Lemke (story), David Dobkin (story)","Nicholas Hoult, Eleanor Tomlinson, Ewan McGregor, Stanley Tucci",English,https://m.media-amazon.com/images/M/MV5BMjE1NDMxMjI0OV5BMl5BanBnXkFtZTcwMjQyMDExOQ@@._V1_SX300.jpg,6.2,127377
101070,tt2258858,Wadjda,2012,"Comedy, Drama",Haifaa Al-Mansour,Haifaa Al-Mansour,"Reem Abdullah, Waad Mohammed, Abdullrahman Al Gohani, Ahd",Arabic,https://m.media-amazon.com/images/M/MV5BMjI4MzMyNzM2Ml5BMl5BanBnXkFtZTgwNDQ5MDgwMDE@._V1_SX300.jpg,7.5,17057
101072,tt1663636,The Unintentional Kidnapping of Mrs. Elfriede Ott,2010,Comedy,Andreas Prochaska,"Uwe Lubrich (screenplay), Michael Ostrowski (screenplay), Andreas Prochaska, Alfred Schwarzenberger (screenplay)","Elfriede Ott, Michael Ostrowski, Andreas Kiendl, Gerhard Liebmann",German,https://m.media-amazon.com/images/M/MV5BOGM4ZmRkNjYtNGQ3OC00YmJmLWFiZjYtZjg2NDU0MTRlMzEwXkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_SX300.jpg,7.2,628
101074,tt0051850,The Legend of Sleepy Hollow,1949,"Animation, Short, Comedy, Family, Fantasy, Horror","Clyde Geronimi, Jack Kinney","Erdman Penner, Joe Rinaldi, Winston Hibler, Washington Irving (story)",Bing Crosby,English,https://m.media-amazon.com/images/M/MV5BZjUyN2VmYzQtMjgwMy00MjBlLWEyMDMtOGM2YjhhYzY1YmVjXkEyXkFqcGdeQXVyNjAwODEzMTE@._V1_SX300.jpg,7.9,3625
101076,tt1583421,G.I. Joe: Retaliation,2013,"Action, Adventure, Sci-Fi, Thriller",Jon M. Chu,"Rhett Reese, Paul Wernick","Dwayne Johnson, Jonathan Pryce, Byung-hun Lee, Elodie Yung",English,https://m.media-amazon.com/images/M/MV5BNzk5ODM0OTQ0N15BMl5BanBnXkFtZTcwODg2ODE4OA@@._V1_SX300.jpg,5.8,168933
101088,tt1682180,Stoker,2013,"Drama, Thriller",Chan-wook Park,Wentworth Miller,"Mia Wasikowska, Nicole Kidman, David Alford, Matthew Goode","English, French, Italian",https://m.media-amazon.com/images/M/MV5BMjI3MTM5ODI5MV5BMl5BanBnXkFtZTcwMjE1Mzc4OA@@._V1_SX300.jpg,6.8,99861
101112,tt1623205,Oz the Great and Powerful,2013,"Adventure, Family, Fantasy",Sam Raimi,"Mitchell Kapner (screenplay), David Lindsay-Abaire (screenplay), Mitchell Kapner (screen story), L. Frank Baum (""Oz"" works)","James Franco, Mila Kunis, Rachel Weisz, Michelle Williams",English,https://m.media-amazon.com/images/M/MV5BMjMyMzQ1ODM1MF5BMl5BanBnXkFtZTcwMjE2MTQxOQ@@._V1_SX300.jpg,6.3,195014
101142,tt0481499,The Croods,2013,"Animation, Action, Adventure, Comedy, Family, Fantasy","Kirk DeMicco, Chris Sanders","Chris Sanders (screenplay), Kirk DeMicco (screenplay), John Cleese (story), Kirk DeMicco (story), Chris Sanders (story)","Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener",English,https://m.media-amazon.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_SX300.jpg,7.2,182800
101283,tt0790628,The Incredible Burt Wonderstone,2013,Comedy,Don Scardino,"Jonathan Goldstein (screenplay), John Francis Daley (screenplay), Chad Kultgen (story), Tyler Mitchell (story), Jonathan Goldstein (story), John Francis Daley (story)","Steve Carell, Steve Buscemi, Olivia Wilde, Jim Carrey","English, Spanish",https://m.media-amazon.com/images/M/MV5BMTk3MDkxMDAyN15BMl5BanBnXkFtZTcwODY5NzQyOQ@@._V1_SX300.jpg,5.9,69120
101360,tt1911644,The Call,2013,"Crime, Drama, Horror, Thriller",Brad Anderson,"Richard D'Ovidio (screenplay), Richard D'Ovidio (story), Nicole D'Ovidio (story), Jon Bokenkamp (story)","Halle Berry, Abigail Breslin, Morris Chestnut, Michael Eklund",English,https://m.media-amazon.com/images/M/MV5BMjExNDkzNjAwOV5BMl5BanBnXkFtZTcwMDMzMzQwOQ@@._V1_SX300.jpg,6.7,107157
101362,tt2302755,Olympus Has Fallen,2013,"Action, Thriller",Antoine Fuqua,"Creighton Rothenberger, Katrin Benedikt","Gerard Butler, Aaron Eckhart, Finley Jacobsen, Dylan McDermott","English, Korean",https://m.media-amazon.com/images/M/MV5BNTU0NmY4MWYtNzRlMS00MDkxLWJkODYtOTM3NGI2ZDc1NTJhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,6.5,246902
101415,tt1763303,The First Time,2012,"Comedy, Drama, Romance",Jonathan Kasdan,Jonathan Kasdan,"Britt Robertson, Dylan O'Brien, Craig Roberts, Joshua Malina",English,https://m.media-amazon.com/images/M/MV5BMjMxNDI1OTY5NF5BMl5BanBnXkFtZTcwMDExOTY1OA@@._V1_SX300.jpg,6.8,64124
101423,tt0427531,Mezzo Forte,2000,"Animation, Comedy, Crime, Sci-Fi, Thriller",,,"Tomoko Kotani, Takumi Yamazaki, Taichirô Hirokawa, Shôzô Îzuka",Japanese,https://m.media-amazon.com/images/M/MV5BMTgxMzkxMzE5M15BMl5BanBnXkFtZTcwNTU3MzIzMQ@@._V1_SX300.jpg,6.8,1054
101525,tt1817273,The Place Beyond the Pines,2012,"Crime, Drama, Thriller",Derek Cianfrance,"Derek Cianfrance (story), Ben Coccio (story), Derek Cianfrance (screenplay), Ben Coccio (screenplay), Darius Marder (screenplay)","Ryan Gosling, Craig Van Hook, Eva Mendes, Olga Merediz","English, Spanish",https://m.media-amazon.com/images/M/MV5BMjc1OTEwNjU4N15BMl5BanBnXkFtZTcwNzUzNDIwOQ@@._V1_SX300.jpg,7.3,234512
101529,tt1935902,The Brass Teapot,2012,"Comedy, Fantasy, Thriller",Ramaa Mosley,"Tim Macy (screenplay), Ramaa Mosley (story), Tim Macy (story)","Juno Temple, Michael Angarano, Alexis Bledel, Billy Magnussen",English,https://m.media-amazon.com/images/M/MV5BMTEyNDIxOTE3NDheQTJeQWpwZ15BbWU3MDI0ODE5OTg@._V1_SX300.jpg,6.4,14134
101531,tt1745862,Phil Spector,2013,"Biography, Drama, Music",David Mamet,David Mamet,"Al Pacino, Helen Mirren, Jeffrey Tambor, Chiwetel Ejiofor",English,https://m.media-amazon.com/images/M/MV5BMjE2NDI4MTc3OF5BMl5BanBnXkFtZTcwMTYyNTgxOQ@@._V1_SX300.jpg,6.2,6326
101577,tt1517260,The Host,2013,"Action, Adventure, Drama, Romance, Sci-Fi, Thriller",Andrew Niccol,"Andrew Niccol (screenplay), Stephenie Meyer (novel)","Rachel Roberts, Shyaam Karra, Brent Wendell Williams, Jhil McEntyre",English,https://m.media-amazon.com/images/M/MV5BMjMwNDg1MTAzNV5BMl5BanBnXkFtZTcwNTk5ODI3OA@@._V1_SX300.jpg,5.9,107938
101612,tt1814621,Admission,2013,"Comedy, Drama, Romance",Paul Weitz,"Karen Croner (screenplay by), Jean Hanff Korelitz (based on the novel by)","Tina Fey, Ann Harada, Ben Levin, Dan Levy",English,https://m.media-amazon.com/images/M/MV5BOTE2OTkwNzg5Ml5BMl5BanBnXkFtZTcwOTY0NzQ3OA@@._V1_SX300.jpg,5.7,32373
101739,tt1288558,Evil Dead,2013,"Fantasy, Horror, Thriller",Fede Alvarez,"Fede Alvarez (screenplay by), Rodo Sayagues (screenplay by), Sam Raimi (based on the motion picture ""The Evil Dead"",  written by)","Jane Levy, Shiloh Fernandez, Lou Taylor Pucci, Jessica Lucas","English, Welsh",https://m.media-amazon.com/images/M/MV5BYzk2ZTVhOWMtMWQxYS00OWQzLWFmY2QtODQ4NGFmNGQxZWVmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,6.5,151196
101741,tt1924429,Trance,2013,"Crime, Drama, Mystery, Thriller",Danny Boyle,"Joe Ahearne (screenplay), John Hodge (screenplay), Joe Ahearne (story)","James McAvoy, Vincent Cassel, Rosario Dawson, Danny Sapani","English, French",https://m.media-amazon.com/images/M/MV5BMjMzNjU1MTg5NF5BMl5BanBnXkFtZTcwMTExMTcwOQ@@._V1_SX300.jpg,6.9,107114
101765,tt1986843,A Perfect Plan,2012,"Adventure, Comedy, Romance",Pascal Chaumeil,"Laurent Zeitoun (screenplay), Yoann Gromb (screenplay), Béatrice Fournera (collaboration on screenplay), Philippe Mechelen (story)","Diane Kruger, Dany Boon, Alice Pol, Robert Plagnol","French, English, Russian, Swahili, Danish",https://m.media-amazon.com/images/M/MV5BMTY5MjYxNzUzMl5BMl5BanBnXkFtZTcwMDI1NjAzOQ@@._V1_SX300.jpg,6.3,7779
101864,tt1483013,Oblivion,2013,"Action, Adventure, Sci-Fi",Joseph Kosinski,"Karl Gajdusek (screenplay), Michael Arndt (screenplay), Joseph Kosinski (graphic novel original story)","Tom Cruise, Morgan Freeman, Olga Kurylenko, Andrea Riseborough",English,https://m.media-amazon.com/images/M/MV5BMTQwMDY0MTA4MF5BMl5BanBnXkFtZTcwNzI3MDgxOQ@@._V1_SX300.jpg,7,467448
101884,tt1507563,Dark Tide,2012,"Action, Adventure, Drama, Horror, Thriller",John Stockwell,"Ronnie Christensen (screenplay), Amy Sorlie (screenplay), Amy Sorlie (story)","Halle Berry, Olivier Martinez, Sizwe Msutu, Mark Elderkin",English,https://m.media-amazon.com/images/M/MV5BMTc4NTUxOTc3NV5BMl5BanBnXkFtZTcwNDkwOTgzNw@@._V1_SX300.jpg,4.3,7907
101962,tt2140203,Wolf Children,2012,"Animation, Drama, Family, Fantasy",Mamoru Hosoda,"Mamoru Hosoda (story), Mamoru Hosoda (screenplay), Satoko Okudera (screenplay)","Aoi Miyazaki, Takao Ohsawa, Haru Kuroki, Yukito Nishii",Japanese,https://m.media-amazon.com/images/M/MV5BYzQxNDZhNDUtNDUwOC00NjQyLTg2OWUtZWVlYThjYjYyMTc2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,8.1,34821
101973,tt1433811,Disconnect,2012,"Drama, Thriller",Henry Alex Rubin,Andrew Stern,"Jason Bateman, Hope Davis, Frank Grillo, Michael Nyqvist",English,https://m.media-amazon.com/images/M/MV5BOWQ4ZmFiMmItZjliNS00M2VlLTg0ZGUtY2NjOGNhMTVjY2M0XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,7.5,71216
102007,tt0903135,The Invincible Iron Man,2007,"Animation, Action, Adventure, Fantasy, Sci-Fi","Patrick Archibald, Jay Oliva, Frank Paur","Avi Arad (story), Greg Johnson (story), Craig Kyle (story), Greg Johnson (screenplay), Stan Lee (comic book), Don Heck (comic book), Larry Lieber (comic book), Jack Kirby (comic book)","Marc Worden, Gwendoline Yeo, Fred Tatasciore, Rodney Saulsberry",English,https://m.media-amazon.com/images/M/MV5BOGRmZDg1YjMtMDA5YS00OTFjLTgyMjQtNDgzNTIyNzAwZDg0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,5.9,6757
102025,tt0061549,"Yongary, Monster from the Deep",1967,"Action, Adventure, Comedy, Drama, Fantasy, Horror, Sci-Fi, Thriller",Ki-duk Kim,"Ki-duk Kim (screenplay), Yun-sung Seo","Yeong-il Oh, Jeong-im Nam, Sun-jae Lee, Moon Kang",Korean,https://m.media-amazon.com/images/M/MV5BNGM4NWQzM2ItYzg1Mi00NjkxLTk0ODgtZmI5ZjI2MmRlMjY0XkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,3.9,1298
102033,tt1980209,Pain & Gain,2013,"Action, Comedy, Crime, Drama",Michael Bay,"Christopher Markus (screenplay), Stephen McFeely (screenplay), Pete Collins (based on the magazine articles by)","Mark Wahlberg, Dwayne Johnson, Anthony Mackie, Tony Shalhoub",English,https://m.media-amazon.com/images/M/MV5BMTU0NDE5NTU0OV5BMl5BanBnXkFtZTcwMzI1OTMzOQ@@._V1_SX300.jpg,6.4,193851
102058,tt1325753,Hulk Vs.,2009,"Animation, Action, Adventure, Fantasy, Sci-Fi","Sam Liu, Frank Paur","Stan Lee (comic book), Larry Lieber (comic book), Jack Kirby (comic book), Craig Kyle (screen story), Frank Paur (screen story), Christopher L. Yost (screenplay), Craig Kyle (screenplay), Christopher L. Yost (screenplay)","Fred Tatasciore, Matthew Wolf, Graham McTavish, Grey Griffin",English,https://m.media-amazon.com/images/M/MV5BMTc1NzMzMzU4Nl5BMl5BanBnXkFtZTcwNTQ3NDYwNQ@@._V1_SX300.jpg,7.1,11031
102066,tt1977895,Resolution,2012,"Horror, Mystery, Thriller","Justin Benson, Aaron Moorhead",Justin Benson,"Peter Cilella, Vinny Curran, Emily Montague, Kurt David Anderson",English,https://m.media-amazon.com/images/M/MV5BMTY1OTI0NjcyM15BMl5BanBnXkFtZTcwOTc1NzI5OA@@._V1_SX300.jpg,6.4,12547
102070,tt1525366,Grabbers,2012,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",Jon Wright,Kevin Lehane,"Killian Coyle, Stuart Graham, Michael Hough, Richard Coyle",English,https://m.media-amazon.com/images/M/MV5BMjIzMjE4NTY2Nl5BMl5BanBnXkFtZTcwNTM1NTk4OQ@@._V1_SX300.jpg,6.3,16298
102084,tt2027128,Justice League: Doom,2012,"Animation, Action, Fantasy, Sci-Fi",Lauren Montgomery,"Dwayne McDuffie, Bob Kane (character created by: Batman), Jerry Siegel (character created by: Superman), Joe Shuster (character created by: Superman), William Moulton Marston (character created by: Wonder Woman), Joe Samachson (character created by: Martian Manhunter), Joe Certa (character created by: Martian Manhunter), Chuck Dixon (character created by: Bane), Doug Moench (character created by: Bane), Graham Nolan (character created by: Bane), Marv Wolfman (character created by: Cyborg), George Pérez (character created by: Cyborg)","Kevin Conroy, Tim Daly, Susan Eisenberg, Nathan Fillion",English,https://m.media-amazon.com/images/M/MV5BNjgyODU5NDctYzY1Yy00YmQxLTlmMmYtM2ZhMGMwZTFlOTE4XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,7.5,28893
102088,tt1462900,The Grandmaster,2013,"Action, Biography, Drama, Romance, War",Kar-Wai Wong,"Kar-Wai Wong (story), Kar-Wai Wong (screenplay), Jingzhi Zou (screenplay), Haofeng Xu (screenplay)","Tony Chiu-Wai Leung, Cung Le, Qingxiang Wang, Elvis Tsui","Mandarin, Cantonese, Japanese",https://m.media-amazon.com/images/M/MV5BZTRiM2VmZTctY2Y0Ni00ZWJmLTg3MGUtMDA3ZmVkYWFkNzJhXkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_SX300.jpg,6.6,29659
102123,tt1245492,This Is the End,2013,Comedy,"Evan Goldberg, Seth Rogen","Seth Rogen (screenplay), Evan Goldberg (screenplay), Seth Rogen (screen story), Evan Goldberg (screen story), Seth Rogen (short film ""Jay and Seth vs. The Apocalypse""), Jason Stone (based on the short film ""Jay and Seth vs. The Apocalypse"" by), Evan Goldberg (short film ""Jay and Seth vs. The Apocalypse"")","James Franco, Jonah Hill, Seth Rogen, Jay Baruchel","English, Spanish",https://m.media-amazon.com/images/M/MV5BMTQxODE3NjM1Ml5BMl5BanBnXkFtZTcwMzkzNjc4OA@@._V1_SX300.jpg,6.6,371248
102125,tt1300854,Iron Man 3,2013,"Action, Adventure, Sci-Fi",Shane Black,"Drew Pearce (screenplay by), Shane Black (screenplay by), Stan Lee (based on the Marvel comic book by), Don Heck (based on the Marvel comic book by), Larry Lieber (based on the Marvel comic book by), Jack Kirby (based on the Marvel comic book by), Warren Ellis (based on the ""Extremis"" mini-series written by), Adi Granov (based on the ""Extremis"" mini-series illustrated by)","Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce",English,https://m.media-amazon.com/images/M/MV5BMjE5MzcyNjk1M15BMl5BanBnXkFtZTcwMjQ4MjcxOQ@@._V1_SX300.jpg,7.2,722483
102165,tt2055765,The English Teacher,2013,"Comedy, Drama",Craig Zisk,"Dan Chariton, Stacy Chariton","Julianne Moore, Michael Angarano, Greg Kinnear, Lily Collins",English,https://m.media-amazon.com/images/M/MV5BMTU2MjIwNDA5MF5BMl5BanBnXkFtZTcwMjU2NzEzOQ@@._V1_SX300.jpg,5.8,11418
102194,tt1935179,Mud,2012,Drama,Jeff Nichols,Jeff Nichols,"Matthew McConaughey, Reese Witherspoon, Tye Sheridan, Jacob Lofland",English,https://m.media-amazon.com/images/M/MV5BMTU2MzcyODgyNV5BMl5BanBnXkFtZTcwNTc4MDYwOQ@@._V1_SX300.jpg,7.4,160318
102217,tt0152183,Bill Hicks: Revelations,1993,"Documentary, Comedy",Chris Bould,Bill Hicks,Bill Hicks,English,https://m.media-amazon.com/images/M/MV5BMjM1OTAwMDE3N15BMl5BanBnXkFtZTgwNjkzMzYwNzE@._V1_SX300.jpg,8.6,2777
102278,tt1551630,Pawn,2013,"Action, Crime, Mystery, Thriller",David A. Armstrong,Jay Anthony White,"Nikki Reed, Ray Liotta, Jessica Szohr, Forest Whitaker",English,https://m.media-amazon.com/images/M/MV5BMTg4NTcwMzM4N15BMl5BanBnXkFtZTcwOTIyOTkyOQ@@._V1_SX300.jpg,5.7,6682
102338,tt0075202,Shaolin Temple,1976,Action,Cheh Chang,"Cheh Chang, Kuang Ni","Sheng Fu, Kuan-Chun Chi, Lung Ti, David Chiang",Mandarin,https://m.media-amazon.com/images/M/MV5BMGMwYTE3ZjYtOTczNC00MTViLWFjZTEtYmVjYmI3MTk3M2NlXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,6.9,927
102378,tt0762138,Syrup,2013,"Comedy, Drama, Romance",Aram Rappaport,"Aram Rappaport (screenplay by), Max Barry (screenplay by), Max Barry (novel)","Juan Luis Acevedo, Kirstie Alley, Jolene Andersen, Max Barry",English,https://m.media-amazon.com/images/M/MV5BMjA3NzYzMDI1MF5BMl5BanBnXkFtZTcwMDE1NTI0OQ@@._V1_SX300.jpg,5.7,10428
102407,tt1343092,The Great Gatsby,2013,"Drama, Romance",Baz Luhrmann,"Baz Luhrmann (screenplay), Craig Pearce (screenplay), F. Scott Fitzgerald (based on the novel by)","Lisa Adam, Frank Aldridge, Amitabh Bachchan, Steve Bisley",English,https://m.media-amazon.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_SX300.jpg,7.2,453093
102445,tt1408101,Star Trek Into Darkness,2013,"Action, Adventure, Sci-Fi",J.J. Abrams,"Roberto Orci, Alex Kurtzman, Damon Lindelof, Gene Roddenberry (television series ""Star Trek"")","Chris Pine, Zachary Quinto, Zoe Saldana, Karl Urban","English, Klingon",https://m.media-amazon.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1_SX300.jpg,7.7,453706
102481,tt2234155,The Internship,2013,Comedy,Shawn Levy,"Vince Vaughn (screenplay), Jared Stern (screenplay), Vince Vaughn (story)","Vince Vaughn, Owen Wilson, Rose Byrne, Aasif Mandvi","English, Tagalog, Cantonese, Mandarin, Spanish",https://m.media-amazon.com/images/M/MV5BMjM1MzczMDgwOV5BMl5BanBnXkFtZTcwMDM4NjM2OQ@@._V1_SX300.jpg,6.3,183551
102590,tt0462246,Darkon,2006,"Documentary, Fantasy","Luke Meyer, Andrew Neel","Luke Meyer, Andrew Neel","Skip Lipman, Kenyon Wells, Daniel McArthur, Rebecca Thurmond",English,https://m.media-amazon.com/images/M/MV5BMTMyNjQ5Nzg2N15BMl5BanBnXkFtZTcwMjE3MTA0MQ@@._V1_SX300.jpg,6.8,990
102602,tt0076391,Mimino,1977,"Comedy, Drama",Georgiy Daneliya,"Revaz Gabriadze, Viktoriya Tokareva, Georgiy Daneliya","Vakhtang Kikabidze, Mher Mkrtchyan, Elena Proklova, Evgeniy Leonov","Georgian, Russian, Armenian, English",https://m.media-amazon.com/images/M/MV5BYzFmMDYwMGItNGEyMC00YTk2LWI5YzUtZTA1ZTY3ZTA0MzFkXkEyXkFqcGdeQXVyMTk0NjM1ODQ@._V1_SX300.jpg,8.2,4921
102666,tt0070233,Ivan Vasilievich: Back to the Future,1973,"Adventure, Comedy, Sci-Fi",Leonid Gaidai,"Mikhail A. Bulgakov (play), Vladlen Bakhnov, Leonid Gaidai","Yuriy Yakovlev, Leonid Kuravlyov, Aleksandr Demyanenko, Saveliy Kramarov","Russian, German",https://m.media-amazon.com/images/M/MV5BNGM1MjZmZGEtMGYwMC00NjQ2LTkyMzgtY2NjOTdiNGEwODM1XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,8.4,14086
102684,tt1602613,Only God Forgives,2013,"Action, Crime, Drama",Nicolas Winding Refn,Nicolas Winding Refn,"Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Gordon Brown","English, Thai",https://m.media-amazon.com/images/M/MV5BMzE5NzcxMTk5NF5BMl5BanBnXkFtZTcwNjE2MDg2OQ@@._V1_SX300.jpg,5.7,103693
102686,tt1951261,The Hangover Part III,2013,Comedy,Todd Phillips,"Todd Phillips, Craig Mazin, Jon Lucas (characters), Scott Moore (characters)","Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha","English, Spanish",https://m.media-amazon.com/images/M/MV5BMTA0NjE1MzMzODheQTJeQWpwZ15BbWU3MDY4MTQ3Mzk@._V1_SX300.jpg,5.8,281704
102716,tt1905041,Fast & Furious 6,2013,"Action, Adventure, Thriller",Justin Lin,"Chris Morgan, Gary Scott Thompson (characters)","Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster","English, Spanish, Russian, Japanese, Cantonese, Dutch",https://m.media-amazon.com/images/M/MV5BMTM3NTg2NDQzOF5BMl5BanBnXkFtZTcwNjc2NzQzOQ@@._V1_SX300.jpg,7.1,356651
102720,tt0848537,Epic,2013,"Animation, Adventure, Family, Fantasy, Mystery, Thriller",Chris Wedge,"James V. Hart (screenplay), William Joyce (screenplay), Daniel Shere (screenplay), Tom J. Astle (screenplay), Matt Ember (screenplay), William Joyce (story), James V. Hart (story), Chris Wedge (story), William Joyce (Leafmen characters from book ""The Leaf Men and the Brave Good Bugs"")","Blake Anderson, Aziz Ansari, Allison Bills, Jim Conroy",English,https://m.media-amazon.com/images/M/MV5BMTgyNDYwNzE5NV5BMl5BanBnXkFtZTcwMzUyODM5OA@@._V1_SX300.jpg,6.7,97378
102735,tt0078937,Captain America,1979,"Action, Adventure, Sci-Fi",Rod Holcomb,"Don Ingalls (teleplay), Don Ingalls (story), Chester Krumholz (story)","Reb Brown, Len Birman, Heather Menzies-Urich, Robin Mattson",English,https://m.media-amazon.com/images/M/MV5BZmFkZWE5ODYtNjVjNC00MWYwLWJlNTgtODRlMTcyMmQwM2IxXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_SX300.jpg,3.5,1403
102742,tt0389448,Tie Xi Qu: West of the Tracks,2002,Documentary,Bing Wang,,,Mandarin,https://m.media-amazon.com/images/M/MV5BMTc4NjMxNjk0Nl5BMl5BanBnXkFtZTcwNTIwMTgyMQ@@._V1_SX300.jpg,8.6,896
102747,tt0007264,The Rink,1916,"Comedy, Short",Charles Chaplin,,"Charles Chaplin, Edna Purviance, James T. Kelley, Eric Campbell",English,https://m.media-amazon.com/images/M/MV5BYTViN2ZjMjQtYjlhYy00NTc5LWE5YzctNmZjYTcyNmE3ZDIxXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,7.2,2884
102749,tt0078938,Captain America II: Death Too Soon,1979,"Action, Adventure, Sci-Fi",Ivan Nagy,"Wilton Schiller, Patricia Payne","Reb Brown, Connie Sellecca, Len Birman, Christopher Lee",English,https://m.media-amazon.com/images/M/MV5BMTI1NTcyMzYzN15BMl5BanBnXkFtZTcwNzExMDQyMQ@@._V1_SX300.jpg,3.8,972
